old_label,label,date
hCoV-19/NorthernIreland/NIRE-101EB9/2020|EPI_ISL_453474|2020-03-23|1,hCoV-19/NorthernIreland/NIRE-101EB9/2020|EPI_ISL_453474|2020-03-23|1,2020-03-23
hCoV-19/NorthernIreland/NIRE-FA634/2020|EPI_ISL_441670|2020-03-31|1,hCoV-19/NorthernIreland/NIRE-FA634/2020|EPI_ISL_441670|2020-03-31|1,2020-03-31
hCoV-19/NorthernIreland/NIRE-FC7B7/2020|EPI_ISL_459378|2020-04-22|1,hCoV-19/NorthernIreland/NIRE-FC7B7/2020|EPI_ISL_459378|2020-04-22|1,2020-04-22
hCoV-19/Australia/VIC102/2020|EPI_ISL_419817|2020-03-16|1,hCoV-19/Australia/VIC102/2020|EPI_ISL_419817|2020-03-16|1,2020-03-16
hCoV-19/Australia/WA21/2020|EPI_ISL_470839|2020-04-28|1,hCoV-19/Australia/WA21/2020|EPI_ISL_470839|2020-04-28|1,2020-04-28
hCoV-19/Wuhan/HB-WH6-247/2020|EPI_ISL_454984|2020-03-15|1,hCoV-19/Wuhan/HB-WH6-247/2020|EPI_ISL_454984|2020-03-15|1,2020-03-15
hCoV-19/Norway/2087/2020|EPI_ISL_420151|2020-03-17|1,hCoV-19/Norway/2087/2020|EPI_ISL_420151|2020-03-17|1,2020-03-17
hCoV-19/Singapore/33/2020|EPI_ISL_420110|2020-03-11|1,hCoV-19/Singapore/33/2020|EPI_ISL_420110|2020-03-11|1,2020-03-11
hCoV-19/Shanghai/SH0028/2020|EPI_ISL_416337|2020-02-04|1,hCoV-19/Shanghai/SH0028/2020|EPI_ISL_416337|2020-02-04|1,2020-02-04
hCoV-19/USA/CA-QDX-2597/2020|EPI_ISL_604886|2020-03-16|1,hCoV-19/USA/CA-QDX-2597/2020|EPI_ISL_604886|2020-03-16|1,2020-03-16
hCoV-19/Sichuan/SC-WCH-308/2020|EPI_ISL_451379|2020-01-23|1,hCoV-19/Sichuan/SC-WCH-308/2020|EPI_ISL_451379|2020-01-23|1,2020-01-23
hCoV-19/Wuhan/0125-A192/2020|EPI_ISL_493166|2020-01-25|3,hCoV-19/Wuhan/0125-A192/2020|EPI_ISL_493166|2020-01-25|3,2020-01-25
hCoV-19/Sichuan/SC-WCH-310/2020|EPI_ISL_451380|2020-01-24|1,hCoV-19/Sichuan/SC-WCH-310/2020|EPI_ISL_451380|2020-01-24|1,2020-01-24
hCoV-19/England/CAMB-1ABDF0/2020|EPI_ISL_470226|2020-04-21|1,hCoV-19/England/CAMB-1ABDF0/2020|EPI_ISL_470226|2020-04-21|1,2020-04-21
hCoV-19/England/NORW-E8271/2020|EPI_ISL_449131|2020-04-08|1,hCoV-19/England/NORW-E8271/2020|EPI_ISL_449131|2020-04-08|1,2020-04-08
hCoV-19/Singapore/109/2020|EPI_ISL_443201|2020-03-05|1,hCoV-19/Singapore/109/2020|EPI_ISL_443201|2020-03-05|1,2020-03-05
hCoV-19/USA/OK-QDX-93/2020|EPI_ISL_468589|2020-03-13|1,hCoV-19/USA/OK-QDX-93/2020|EPI_ISL_468589|2020-03-13|1,2020-03-13
hCoV-19/Yunnan/0306-466/2020|EPI_ISL_429239|2020-03-06|1,hCoV-19/Yunnan/0306-466/2020|EPI_ISL_429239|2020-03-06|1,2020-03-06
hCoV-19/Taiwan/TSGH-37/2020|EPI_ISL_457733|2020-02-08|1,hCoV-19/Taiwan/TSGH-37/2020|EPI_ISL_457733|2020-02-08|1,2020-02-08
hCoV-19/USA/CA-CZB-1235/2020|EPI_ISL_454655|2020-04-11|1,hCoV-19/USA/CA-CZB-1235/2020|EPI_ISL_454655|2020-04-11|1,2020-04-11
hCoV-19/USA/CA-CZB-1084/2020|EPI_ISL_437084|2020-04-07|1,hCoV-19/USA/CA-CZB-1084/2020|EPI_ISL_437084|2020-04-07|1,2020-04-07
hCoV-19/USA/CA-CZB-1045/2020|EPI_ISL_437045|2020-04-04|4,hCoV-19/USA/CA-CZB-1045/2020|EPI_ISL_437045|2020-04-04|4,2020-04-04
hCoV-19/USA/CA-CZB-11872/2020|EPI_ISL_625594|2020-04-10|1,hCoV-19/USA/CA-CZB-11872/2020|EPI_ISL_625594|2020-04-10|1,2020-04-10
hCoV-19/USA/CA-CZB-11875/2020|EPI_ISL_625597|2020-04-08|1,hCoV-19/USA/CA-CZB-11875/2020|EPI_ISL_625597|2020-04-08|1,2020-04-08
hCoV-19/USA/CA-CZB-11874/2020|EPI_ISL_625596|2020-04-08|1,hCoV-19/USA/CA-CZB-11874/2020|EPI_ISL_625596|2020-04-08|1,2020-04-08
hCoV-19/USA/CA-CZB-1014/2020|EPI_ISL_436655|2020-04-07|1,hCoV-19/USA/CA-CZB-1014/2020|EPI_ISL_436655|2020-04-07|1,2020-04-07
hCoV-19/USA/CA-CZB-1238/2020|EPI_ISL_454658|2020-04-11|1,hCoV-19/USA/CA-CZB-1238/2020|EPI_ISL_454658|2020-04-11|1,2020-04-11
hCoV-19/USA/CA-CZB-1059/2020|EPI_ISL_437059|2020-04-08|1,hCoV-19/USA/CA-CZB-1059/2020|EPI_ISL_437059|2020-04-08|1,2020-04-08
hCoV-19/USA/CA-CZB-11878/2020|EPI_ISL_672276|2020-04-08|1,hCoV-19/USA/CA-CZB-11878/2020|EPI_ISL_672276|2020-04-08|1,2020-04-08
hCoV-19/USA/CA-CZB-11876/2020|EPI_ISL_625598|2020-04-08|2,hCoV-19/USA/CA-CZB-11876/2020|EPI_ISL_625598|2020-04-08|2,2020-04-08
hCoV-19/USA/CA-CZB-1091/2020|EPI_ISL_444025|2020-05-01|1,hCoV-19/USA/CA-CZB-1091/2020|EPI_ISL_444025|2020-05-01|1,2020-05-01
hCoV-19/USA/CA-CZB-1237/2020|EPI_ISL_454657|2020-05-12|1,hCoV-19/USA/CA-CZB-1237/2020|EPI_ISL_454657|2020-05-12|1,2020-05-12
hCoV-19/USA/CA-CZB-15351/2020|EPI_ISL_739615|2020-05-13|1,hCoV-19/USA/CA-CZB-15351/2020|EPI_ISL_739615|2020-05-13|1,2020-05-13
hCoV-19/USA/CA-CZB-1064/2020|EPI_ISL_437064|2020-04-12|1,hCoV-19/USA/CA-CZB-1064/2020|EPI_ISL_437064|2020-04-12|1,2020-04-12
hCoV-19/USA/CA-CZB-1236/2020|EPI_ISL_454656|2020-05-12|1,hCoV-19/USA/CA-CZB-1236/2020|EPI_ISL_454656|2020-05-12|1,2020-05-12
hCoV-19/USA/CA-CZB-11873/2020|EPI_ISL_625595|2020-04-09|1,hCoV-19/USA/CA-CZB-11873/2020|EPI_ISL_625595|2020-04-09|1,2020-04-09
hCoV-19/USA/CA-CZB-1076/2020|EPI_ISL_437076|2020-04-07|1,hCoV-19/USA/CA-CZB-1076/2020|EPI_ISL_437076|2020-04-07|1,2020-04-07
hCoV-19/USA/CA-CZB-1083/2020|EPI_ISL_437083|2020-04-09|1,hCoV-19/USA/CA-CZB-1083/2020|EPI_ISL_437083|2020-04-09|1,2020-04-09
hCoV-19/USA/CA-CZB-1060/2020|EPI_ISL_437060|2020-04-08|1,hCoV-19/USA/CA-CZB-1060/2020|EPI_ISL_437060|2020-04-08|1,2020-04-08
hCoV-19/USA/CA-CZB-1061/2020|EPI_ISL_437061|2020-04-09|1,hCoV-19/USA/CA-CZB-1061/2020|EPI_ISL_437061|2020-04-09|1,2020-04-09
hCoV-19/USA/CA-CZB-11877/2020|EPI_ISL_672275|2020-04-08|3,hCoV-19/USA/CA-CZB-11877/2020|EPI_ISL_672275|2020-04-08|3,2020-04-08
hCoV-19/USA/CA-CZB-1239/2020|EPI_ISL_454659|2020-05-12|1,hCoV-19/USA/CA-CZB-1239/2020|EPI_ISL_454659|2020-05-12|1,2020-05-12
hCoV-19/USA/CA-CZB-1044/2020|EPI_ISL_437044|2020-03-31|1,hCoV-19/USA/CA-CZB-1044/2020|EPI_ISL_437044|2020-03-31|1,2020-03-31
hCoV-19/USA/CA-CZB-1077/2020|EPI_ISL_437077|2020-04-07|1,hCoV-19/USA/CA-CZB-1077/2020|EPI_ISL_437077|2020-04-07|1,2020-04-07
hCoV-19/USA/CA-CZB-1047/2020|EPI_ISL_437047|2020-04-03|1,hCoV-19/USA/CA-CZB-1047/2020|EPI_ISL_437047|2020-04-03|1,2020-04-03
hCoV-19/USA/CA-CZB-15347/2020|EPI_ISL_739249|2020-05-13|1,hCoV-19/USA/CA-CZB-15347/2020|EPI_ISL_739249|2020-05-13|1,2020-05-13
hCoV-19/Singapore/44/2020|EPI_ISL_428823|2020-03-08|1,hCoV-19/Singapore/44/2020|EPI_ISL_428823|2020-03-08|1,2020-03-08
hCoV-19/England/20110097506/2020|EPI_ISL_417313|2020-03-08|1,hCoV-19/England/20110097506/2020|EPI_ISL_417313|2020-03-08|1,2020-03-08
hCoV-19/HongKong/HKU-908a/2020|EPI_ISL_434569|2020-01-27|2,hCoV-19/HongKong/HKU-908a/2020|EPI_ISL_434569|2020-01-27|2,2020-01-27
hCoV-19/Singapore/976/2020|EPI_ISL_548984|2020-03-15|1,hCoV-19/Singapore/976/2020|EPI_ISL_548984|2020-03-15|1,2020-03-15
hCoV-19/Wuhan/0126-C45/2020|EPI_ISL_493176|2020-01-26|1,hCoV-19/Wuhan/0126-C45/2020|EPI_ISL_493176|2020-01-26|1,2020-01-26
hCoV-19/England/201061300/2020|EPI_ISL_464409|2020-03-04|1,hCoV-19/England/201061300/2020|EPI_ISL_464409|2020-03-04|1,2020-03-04
hCoV-19/Wuhan/HBCDC-HB-02/2019|EPI_ISL_412898|2019-12-30|4,hCoV-19/Wuhan/HBCDC-HB-02/2019|EPI_ISL_412898|2019-12-30|4,2019-12-30
hCoV-19/Singapore/298/2020|EPI_ISL_462416|2020-03-16|1,hCoV-19/Singapore/298/2020|EPI_ISL_462416|2020-03-16|1,2020-03-16
hCoV-19/Shanghai/SH0121/2020|EPI_ISL_416405|2020-02-02|1,hCoV-19/Shanghai/SH0121/2020|EPI_ISL_416405|2020-02-02|1,2020-02-02
hCoV-19/Canada/MB-NML-841/2020|EPI_ISL_582332|2020-03-26|1,hCoV-19/Canada/MB-NML-841/2020|EPI_ISL_582332|2020-03-26|1,2020-03-26
hCoV-19/USA/CA-CHLA-PLM47560065/2020|EPI_ISL_753291|2020-11-09|1,hCoV-19/USA/CA-CHLA-PLM47560065/2020|EPI_ISL_753291|2020-11-09|1,2020-11-09
hCoV-19/USA/CA-CHLA-PLM20127810/2020|EPI_ISL_753396|2020-11-20|1,hCoV-19/USA/CA-CHLA-PLM20127810/2020|EPI_ISL_753396|2020-11-20|1,2020-11-20
hCoV-19/USA/CA-CHLA-PLM41214732/2020|EPI_ISL_753393|2020-11-20|1,hCoV-19/USA/CA-CHLA-PLM41214732/2020|EPI_ISL_753393|2020-11-20|1,2020-11-20
hCoV-19/Shanghai/SH0054/2020|EPI_ISL_416362|2020-02-02|1,hCoV-19/Shanghai/SH0054/2020|EPI_ISL_416362|2020-02-02|1,2020-02-02
hCoV-19/England/BRIS-125BA9/2020|EPI_ISL_443826|2020-03-30|1,hCoV-19/England/BRIS-125BA9/2020|EPI_ISL_443826|2020-03-30|1,2020-03-30
hCoV-19/England/CAMB-73FED/2020|EPI_ISL_440356|2020-03-18|5,hCoV-19/England/CAMB-73FED/2020|EPI_ISL_440356|2020-03-18|5,2020-03-18
hCoV-19/England/BRIS-1220E9/2020|EPI_ISL_440054|2020-03-21|1,hCoV-19/England/BRIS-1220E9/2020|EPI_ISL_440054|2020-03-21|1,2020-03-21
hCoV-19/England/BRIS-1247E2/2020|EPI_ISL_443741|2020-03-25|1,hCoV-19/England/BRIS-1247E2/2020|EPI_ISL_443741|2020-03-25|1,2020-03-25
hCoV-19/Wuhan/HB-WH2-147/2020|EPI_ISL_455371|2020-03-02|1,hCoV-19/Wuhan/HB-WH2-147/2020|EPI_ISL_455371|2020-03-02|1,2020-03-02
hCoV-19/Thailand/NIH-162/2020|EPI_ISL_434694|2020-01-22|1,hCoV-19/Thailand/NIH-162/2020|EPI_ISL_434694|2020-01-22|1,2020-01-22
hCoV-19/Scotland/EDB066/2020|EPI_ISL_425865|2020-03-18|1,hCoV-19/Scotland/EDB066/2020|EPI_ISL_425865|2020-03-18|1,2020-03-18
hCoV-19/Singapore/3Clin/2020|EPI_ISL_418994|2020-01-29|1,hCoV-19/Singapore/3Clin/2020|EPI_ISL_418994|2020-01-29|1,2020-01-29
hCoV-19/Hangzhou/ZJU-010/2020|EPI_ISL_418990|2020-02-03|1,hCoV-19/Hangzhou/ZJU-010/2020|EPI_ISL_418990|2020-02-03|1,2020-02-03
hCoV-19/Colombia/ANT-GUV-92146/2020|EPI_ISL_447761|2020-03-31|1,hCoV-19/Colombia/ANT-GUV-92146/2020|EPI_ISL_447761|2020-03-31|1,2020-03-31
hCoV-19/Indonesia/YO-EIJK15/2020|EPI_ISL_574605|2020-03-30|1,hCoV-19/Indonesia/YO-EIJK15/2020|EPI_ISL_574605|2020-03-30|1,2020-03-30
hCoV-19/Hangzhou/HZCDC0091/2020|EPI_ISL_421228|2020-01-21|1,hCoV-19/Hangzhou/HZCDC0091/2020|EPI_ISL_421228|2020-01-21|1,2020-01-21
hCoV-19/Hangzhou/HZCDC0090/2020|EPI_ISL_421230|2020-01-21|1,hCoV-19/Hangzhou/HZCDC0090/2020|EPI_ISL_421230|2020-01-21|1,2020-01-21
hCoV-19/England/LEED-2A85BE/2020|EPI_ISL_539031|2020-03-27|1,hCoV-19/England/LEED-2A85BE/2020|EPI_ISL_539031|2020-03-27|1,2020-03-27
hCoV-19/England/SHEF-CA169/2020|EPI_ISL_432483|2020-04-03|1,hCoV-19/England/SHEF-CA169/2020|EPI_ISL_432483|2020-04-03|1,2020-04-03
hCoV-19/Iceland/141/2020|EPI_ISL_417792|2020-03-13|1,hCoV-19/Iceland/141/2020|EPI_ISL_417792|2020-03-13|1,2020-03-13
hCoV-19/Spain/AN-ISCIII-201618/2020|EPI_ISL_539498|2020-03-05|1,hCoV-19/Spain/AN-ISCIII-201618/2020|EPI_ISL_539498|2020-03-05|1,2020-03-05
hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29|1,hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29|1,2020-03-29
hCoV-19/USA/TX-HMH-479/2020|EPI_ISL_544332|2020-04-06|1,hCoV-19/USA/TX-HMH-479/2020|EPI_ISL_544332|2020-04-06|1,2020-04-06
hCoV-19/Singapore/475/2020|EPI_ISL_476811|2020-03-09|1,hCoV-19/Singapore/475/2020|EPI_ISL_476811|2020-03-09|1,2020-03-09
hCoV-19/HongKong/HKPU60-0802/2020|EPI_ISL_419228|2020-02-17|1,hCoV-19/HongKong/HKPU60-0802/2020|EPI_ISL_419228|2020-02-17|1,2020-02-17
hCoV-19/Singapore/474/2020|EPI_ISL_476810|2020-03-08|1,hCoV-19/Singapore/474/2020|EPI_ISL_476810|2020-03-08|1,2020-03-08
hCoV-19/Vietnam/19-01S/2020|EPI_ISL_418269|2020-01-22|2,hCoV-19/Vietnam/19-01S/2020|EPI_ISL_418269|2020-01-22|2,2020-01-22
hCoV-19/Taiwan/CGMH-CGU-22/2020|EPI_ISL_444275|2020-03-18|1,hCoV-19/Taiwan/CGMH-CGU-22/2020|EPI_ISL_444275|2020-03-18|1,2020-03-18
hCoV-19/Thailand/NIH-15/2020|EPI_ISL_434692|2020-01-05|1,hCoV-19/Thailand/NIH-15/2020|EPI_ISL_434692|2020-01-05|1,2020-01-05
hCoV-19/England/CAMB-782EF/2020|EPI_ISL_433714|2020-04-05|1,hCoV-19/England/CAMB-782EF/2020|EPI_ISL_433714|2020-04-05|1,2020-04-05
hCoV-19/England/CAMB-7F7DA/2020|EPI_ISL_470408|2020-04-09|1,hCoV-19/England/CAMB-7F7DA/2020|EPI_ISL_470408|2020-04-09|1,2020-04-09
hCoV-19/England/20099015104/2020|EPI_ISL_464202|2020-02-29|1,hCoV-19/England/20099015104/2020|EPI_ISL_464202|2020-02-29|1,2020-02-29
hCoV-19/England/20092000804/2020|EPI_ISL_464182|2020-02-24|1,hCoV-19/England/20092000804/2020|EPI_ISL_464182|2020-02-24|1,2020-02-24
hCoV-19/Scotland/GCVR-1710CD/2020|EPI_ISL_459596|2020-03-27|1,hCoV-19/Scotland/GCVR-1710CD/2020|EPI_ISL_459596|2020-03-27|1,2020-03-27
hCoV-19/England/20129147804/2020|EPI_ISL_424116|2020-03-21|1,hCoV-19/England/20129147804/2020|EPI_ISL_424116|2020-03-21|1,2020-03-21
hCoV-19/England/CAMB-81517/2020|EPI_ISL_442558|2020-04-10|1,hCoV-19/England/CAMB-81517/2020|EPI_ISL_442558|2020-04-10|1,2020-04-10
hCoV-19/England/20110015106/2020|EPI_ISL_417306|2020-03-08|1,hCoV-19/England/20110015106/2020|EPI_ISL_417306|2020-03-08|1,2020-03-08
hCoV-19/England/CAMB-71DB8/2020|EPI_ISL_438458|2020-03-30|1,hCoV-19/England/CAMB-71DB8/2020|EPI_ISL_438458|2020-03-30|1,2020-03-30
hCoV-19/Shanghai/SH0020/2020|EPI_ISL_416329|2020-02-01|1,hCoV-19/Shanghai/SH0020/2020|EPI_ISL_416329|2020-02-01|1,2020-02-01
hCoV-19/Wuhan/0125-A174/2020|EPI_ISL_493163|2020-01-25|1,hCoV-19/Wuhan/0125-A174/2020|EPI_ISL_493163|2020-01-25|1,2020-01-25
hCoV-19/USA/CA-CDPH022/2020|EPI_ISL_515915|2020-03-19|1,hCoV-19/USA/CA-CDPH022/2020|EPI_ISL_515915|2020-03-19|1,2020-03-19
hCoV-19/England/CAMB-78D93/2020|EPI_ISL_441084|2020-04-03|1,hCoV-19/England/CAMB-78D93/2020|EPI_ISL_441084|2020-04-03|1,2020-04-03
hCoV-19/England/CAMB-73378/2020|EPI_ISL_440110|2020-03-22|1,hCoV-19/England/CAMB-73378/2020|EPI_ISL_440110|2020-03-22|1,2020-03-22
hCoV-19/Oman/RESP-20-3700/2020|EPI_ISL_457986|2020-03-20|1,hCoV-19/Oman/RESP-20-3700/2020|EPI_ISL_457986|2020-03-20|1,2020-03-20
hCoV-19/England/CAMB-78E45/2020|EPI_ISL_441280|2020-04-02|1,hCoV-19/England/CAMB-78E45/2020|EPI_ISL_441280|2020-04-02|1,2020-04-02
hCoV-19/Latvia/044/2020|EPI_ISL_486426|2020-03-22|1,hCoV-19/Latvia/044/2020|EPI_ISL_486426|2020-03-22|1,2020-03-22
hCoV-19/England/CAMB-84EDD/2020|EPI_ISL_440445|2020-03-14|1,hCoV-19/England/CAMB-84EDD/2020|EPI_ISL_440445|2020-03-14|1,2020-03-14
hCoV-19/England/CAMB-76427/2020|EPI_ISL_438460|2020-03-30|1,hCoV-19/England/CAMB-76427/2020|EPI_ISL_438460|2020-03-30|1,2020-03-30
hCoV-19/England/BRIS-125927/2020|EPI_ISL_443953|2020-03-30|1,hCoV-19/England/BRIS-125927/2020|EPI_ISL_443953|2020-03-30|1,2020-03-30
hCoV-19/England/CAMB-7D7CD/2020|EPI_ISL_441732|2020-04-06|1,hCoV-19/England/CAMB-7D7CD/2020|EPI_ISL_441732|2020-04-06|1,2020-04-06
hCoV-19/England/CAMB-79E9F/2020|EPI_ISL_440617|2020-04-01|1,hCoV-19/England/CAMB-79E9F/2020|EPI_ISL_440617|2020-04-01|1,2020-04-01
hCoV-19/England/CAMB-7FAB3/2020|EPI_ISL_470432|2020-04-09|1,hCoV-19/England/CAMB-7FAB3/2020|EPI_ISL_470432|2020-04-09|1,2020-04-09
hCoV-19/England/CAMB-7D45D/2020|EPI_ISL_441709|2020-04-06|1,hCoV-19/England/CAMB-7D45D/2020|EPI_ISL_441709|2020-04-06|1,2020-04-06
hCoV-19/England/BRIS-122C21/2020|EPI_ISL_440730|2020-04-02|1,hCoV-19/England/BRIS-122C21/2020|EPI_ISL_440730|2020-04-02|1,2020-04-02
hCoV-19/England/NORT-289058/2020|EPI_ISL_458690|2020-03-26|1,hCoV-19/England/NORT-289058/2020|EPI_ISL_458690|2020-03-26|1,2020-03-26
hCoV-19/Austria/CeMM0097/2020|EPI_ISL_437958|2020-03-23|1,hCoV-19/Austria/CeMM0097/2020|EPI_ISL_437958|2020-03-23|1,2020-03-23
hCoV-19/Austria/CeMM0557/2020|EPI_ISL_475908|2020-03-16|1,hCoV-19/Austria/CeMM0557/2020|EPI_ISL_475908|2020-03-16|1,2020-03-16
hCoV-19/CzechRepublic/NRL-1753/2020|EPI_ISL_541138|2020-03-11|1,hCoV-19/CzechRepublic/NRL-1753/2020|EPI_ISL_541138|2020-03-11|1,2020-03-11
hCoV-19/Sweden/20-08157/2020|EPI_ISL_548245|2020-03-11|2,hCoV-19/Sweden/20-08157/2020|EPI_ISL_548245|2020-03-11|2,2020-03-11
hCoV-19/Austria/CeMM0897/2020|EPI_ISL_583750|2020-03-22|1,hCoV-19/Austria/CeMM0897/2020|EPI_ISL_583750|2020-03-22|1,2020-03-22
hCoV-19/Latvia/02/2020|EPI_ISL_421654|2020-03-25|1,hCoV-19/Latvia/02/2020|EPI_ISL_421654|2020-03-25|1,2020-03-25
hCoV-19/Netherlands/NoordBrabant_60/2020|EPI_ISL_415516|2020-03-11|1,hCoV-19/Netherlands/NoordBrabant_60/2020|EPI_ISL_415516|2020-03-11|1,2020-03-11
hCoV-19/Austria/CeMM0119/2020|EPI_ISL_437976|2020-03-11|1,hCoV-19/Austria/CeMM0119/2020|EPI_ISL_437976|2020-03-11|1,2020-03-11
hCoV-19/Sweden/20-08136/2020|EPI_ISL_475554|2020-03-10|1,hCoV-19/Sweden/20-08136/2020|EPI_ISL_475554|2020-03-10|1,2020-03-10
hCoV-19/Singapore/1017/2020|EPI_ISL_574502|2020-03-22|1,hCoV-19/Singapore/1017/2020|EPI_ISL_574502|2020-03-22|1,2020-03-22
hCoV-19/Singapore/119/2020|EPI_ISL_443211|2020-03-18|1,hCoV-19/Singapore/119/2020|EPI_ISL_443211|2020-03-18|1,2020-03-18
hCoV-19/Wuhan/HB-WH2-154/2020|EPI_ISL_455373|2020-02-28|1,hCoV-19/Wuhan/HB-WH2-154/2020|EPI_ISL_455373|2020-02-28|1,2020-02-28
hCoV-19/USA/TX-HMH-494/2020|EPI_ISL_544415|2020-04-05|1,hCoV-19/USA/TX-HMH-494/2020|EPI_ISL_544415|2020-04-05|1,2020-04-05
hCoV-19/Wuhan/HB-WH2-169/2020|EPI_ISL_454935|2020-02-11|1,hCoV-19/Wuhan/HB-WH2-169/2020|EPI_ISL_454935|2020-02-11|1,2020-02-11
hCoV-19/Scotland/EDB044/2020|EPI_ISL_425848|2020-03-12|1,hCoV-19/Scotland/EDB044/2020|EPI_ISL_425848|2020-03-12|1,2020-03-12
hCoV-19/Thailand/NIH-59/2020|EPI_ISL_434693|2020-01-16|1,hCoV-19/Thailand/NIH-59/2020|EPI_ISL_434693|2020-01-16|1,2020-01-16
hCoV-19/Brazil/PE-IAM138/2020|EPI_ISL_500463|2020-04-09|1,hCoV-19/Brazil/PE-IAM138/2020|EPI_ISL_500463|2020-04-09|1,2020-04-09
hCoV-19/Hunan/HN-CIDC-P2/2020|EPI_ISL_539333|2020-01-17|6,hCoV-19/Hunan/HN-CIDC-P2/2020|EPI_ISL_539333|2020-01-17|6,2020-01-17
hCoV-19/Hunan/HN-CIDC-P6/2020|EPI_ISL_539335|2020-01-28|1,hCoV-19/Hunan/HN-CIDC-P6/2020|EPI_ISL_539335|2020-01-28|1,2020-01-28
hCoV-19/England/20148002504/2020|EPI_ISL_423586|2020-04-02|1,hCoV-19/England/20148002504/2020|EPI_ISL_423586|2020-04-02|1,2020-04-02
hCoV-19/England/NORT-2832D0/2020|EPI_ISL_488645|2020-03-31|1,hCoV-19/England/NORT-2832D0/2020|EPI_ISL_488645|2020-03-31|1,2020-03-31
hCoV-19/Guangdong/20SF014/2020|EPI_ISL_403934|2020-01-15|1,hCoV-19/Guangdong/20SF014/2020|EPI_ISL_403934|2020-01-15|1,2020-01-15
hCoV-19/Jian/JX129/2020|EPI_ISL_421253|2020-01-26|1,hCoV-19/Jian/JX129/2020|EPI_ISL_421253|2020-01-26|1,2020-01-26
hCoV-19/Wuhan/HB-WH5-221/2020|EPI_ISL_454966|2020-03-19|1,hCoV-19/Wuhan/HB-WH5-221/2020|EPI_ISL_454966|2020-03-19|1,2020-03-19
hCoV-19/Malaysia/IMR_WC1098/2020|EPI_ISL_430442|2020-02-29|1,hCoV-19/Malaysia/IMR_WC1098/2020|EPI_ISL_430442|2020-02-29|1,2020-02-29
hCoV-19/Spain/AN-ISCIII-201616/2020|EPI_ISL_455319|2020-03-05|1,hCoV-19/Spain/AN-ISCIII-201616/2020|EPI_ISL_455319|2020-03-05|1,2020-03-05
hCoV-19/Harbin/HRB-26/2020|EPI_ISL_459909|2020-03-02|1,hCoV-19/Harbin/HRB-26/2020|EPI_ISL_459909|2020-03-02|1,2020-03-02
hCoV-19/Taiwan/NTU02/2020|EPI_ISL_410218|2020-02-05|1,hCoV-19/Taiwan/NTU02/2020|EPI_ISL_410218|2020-02-05|1,2020-02-05
hCoV-19/USA/CA-CSMC111/2020|EPI_ISL_475587|2020-04-02|1,hCoV-19/USA/CA-CSMC111/2020|EPI_ISL_475587|2020-04-02|1,2020-04-02
hCoV-19/Jiujiang/JX490/2020|EPI_ISL_455463|2020-02-03|1,hCoV-19/Jiujiang/JX490/2020|EPI_ISL_455463|2020-02-03|1,2020-02-03
hCoV-19/Guangdong/GD2020115-P0009/2020|EPI_ISL_413884|2020-02-01|1,hCoV-19/Guangdong/GD2020115-P0009/2020|EPI_ISL_413884|2020-02-01|1,2020-02-01
hCoV-19/HongKong/HKU-200723-030/2020|EPI_ISL_497797|2020-01-29|3,hCoV-19/HongKong/HKU-200723-030/2020|EPI_ISL_497797|2020-01-29|3,2020-01-29
hCoV-19/England/NORW-EB94C/2020|EPI_ISL_457458|2020-05-08|1,hCoV-19/England/NORW-EB94C/2020|EPI_ISL_457458|2020-05-08|1,2020-05-08
hCoV-19/England/NORW-E7193/2020|EPI_ISL_449009|2020-04-20|2,hCoV-19/England/NORW-E7193/2020|EPI_ISL_449009|2020-04-20|2,2020-04-20
hCoV-19/England/CAMB-1AE23A/2020|EPI_ISL_459455|2020-04-26|1,hCoV-19/England/CAMB-1AE23A/2020|EPI_ISL_459455|2020-04-26|1,2020-04-26
hCoV-19/Wuhan/HBCDC-HB-01/2019|EPI_ISL_402132|2019-12-30|1,hCoV-19/Wuhan/HBCDC-HB-01/2019|EPI_ISL_402132|2019-12-30|1,2019-12-30
hCoV-19/Colombia/ANT-GUV-92252/2020|EPI_ISL_447767|2020-04-01|1,hCoV-19/Colombia/ANT-GUV-92252/2020|EPI_ISL_447767|2020-04-01|1,2020-04-01
hCoV-19/Guangdong/20SF758/2020|EPI_ISL_428473|2020-01-27|1,hCoV-19/Guangdong/20SF758/2020|EPI_ISL_428473|2020-01-27|1,2020-01-27
hCoV-19/Scotland/CVR2260/2020|EPI_ISL_438884|2020-04-11|1,hCoV-19/Scotland/CVR2260/2020|EPI_ISL_438884|2020-04-11|1,2020-04-11
hCoV-19/Scotland/CVR3030/2020|EPI_ISL_439020|2020-04-24|1,hCoV-19/Scotland/CVR3030/2020|EPI_ISL_439020|2020-04-24|1,2020-04-24
hCoV-19/Scotland/CVR2124/2020|EPI_ISL_438875|2020-04-10|1,hCoV-19/Scotland/CVR2124/2020|EPI_ISL_438875|2020-04-10|1,2020-04-10
hCoV-19/Scotland/GCVR-1719E0/2020|EPI_ISL_489449|2020-03-27|1,hCoV-19/Scotland/GCVR-1719E0/2020|EPI_ISL_489449|2020-03-27|1,2020-03-27
